model,project,failure_stage,failure_type,exception_type,exception_msg,returncode,elapsed_time_s,avg_memory_mb,avg_cpu_percent,passed,failed,skipped,total,functional_score,timestamp,stdout_excerpt,stdout_sha1,stdout_len
gpt-3.5-turbo,Sqlmap,in-test,timeout,AssertionError,+    where <function search at 0x000001C3E9FD99D0> = re.search,1.0,3.146505,31.95,52.3,8,1,0,9,0.8889,2025-12-31 21:16:31,"==== FAILURES ===================================
_____________ test_005_version_runs_and_prints_version_like_token _____________

    def test_005_version_runs_and_prints_version_like_token():
        """"""
        sqlmap --version may print a raw version token (e.g. 1.9.12.3#dev) and may also
        print an 'exit' message. Do not require specific words like 'sqlmap'/'version'.
        """"""
        # --batch helps avoid interactive prompts on some builds, but keep tolerance regardless.
        p = _run_cli([""--batch"", ""--version""], timeout_s=30)
        out = _out(p)
    
        # Require a version-like token such as ""1.9.12.3"" optionally with suffix ""#dev""
>       assert re.search(r""\b\d+\.\d+(?:\.\d+){0,3}(?:#[a-z0-9]+)?\b"", out) is not None
E       AssertionError: assert None is not None
E        +  where None = <function search at 0x000001C3E9FD99D0>('\\b\\d+\\.\\d+(?:\\.\\d+){0,3}(?:#[a-z0-9]+)?\\b', '\nusage: sqlmap.py [-h] [-hh] [--version] [-u url] [-p param]\n                 [--level {1,2,3,4,5}] [--risk {1,2,3}]\nsqlmap.py: error: unrecognized arguments: --batch\n')
E        +    where <function search at 0x000001C3E9FD99D0> = re.search

tests\Sqlmap\functional_test.py:80: AssertionError
=========================== short test summary info ===========================
FAILED tests/Sqlmap/functional_test.py::test_005_version_runs_and_prints_version_like_token
1 failed, 8 passed in 1.89s
",5bfde7feade406413e06fbfb70c3d9bc85aaf6d6,1529
gpt-3.5-turbo,SQLModel,pre-test,collection_error,AttributeError,'function' object has no attribute 'clear',2.0,1.876263,36.03,100.9,0,0,0,1,0.0,2025-12-31 21:17:17,"====
_____________ ERROR collecting tests/SQLModel/functional_test.py ______________
tests\SQLModel\functional_test.py:34: in <module>
    SQLModel.metadata.clear()
E   AttributeError: 'function' object has no attribute 'clear'
=========================== short test summary info ===========================
ERROR tests/SQLModel/functional_test.py - AttributeError: 'function' object h...
!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
1 error in 0.57s
",d5aaffdb93c84a78cb13031cd3ff6de0a7dde96f,562
gpt-3.5-turbo,Stegano,in-test,runtime_exception,AttributeError,'str' object has no attribute 'mode',1.0,23.515338,36.02,0.81,3,9,0,12,0.25,2025-12-31 21:18:30,"==== FAILURES ===================================
________________________ test_lsb_hide_and_reveal_text ________________________

tmp_path = WindowsPath('C:/Users/86152/AppData/Local/Temp/pytest-of-86152/pytest-345/test_lsb_hide_and_reveal_text0')

    def test_lsb_hide_and_reveal_text(tmp_path: Path) -> None:
        """"""lsb.hide(..., str) then lsb.reveal(...) returns the same string.""""""
        _ensure_image_samples_exist()
    
        secret = ""hello world""
        output = tmp_path / ""lsb_lenna.png""
    
>       encoded_img = lsb.hide(str(LENNA_PNG), secret)

tests\Stegano\functional_test.py:90: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

image = 'D:\\桌面\\RealAppCodeBench_generic_eval\\repositories\\Stegano\\tests\\sample-files\\Lenna.png'
message = 'hello world', generator = None, shift = 0, encoding = 'UTF-8'
auto_convert_rgb = False

    def hide(image: Image.Image, message: str, generator: Optional[Iterator[int]] = None, shift: int = 0,
             encoding: str = ""UTF-8"", auto_convert_rgb: bool = False) -> Image.Image:
        """"""
        Hide a message in the least significant bits of an image.
    
        :param image: PIL Image to hide message in
        :param message: message string to hide
        :param generator: optional generator of pixel indices to use for hiding bits
        :param shift: bit shift for LSB (0 means least significant bit)
        :param encoding: encoding for message string
        :param auto_convert_rgb: if True, convert image to RGB if not already
        :return: new PIL Image with message hidden
        """"""
>       if image.mode not in (""RGB"", ""RGBA"", ""L""):
E       AttributeError: 'str' object has no attribute 'mode'

generation\Stegano\stegano\lsb\lsb.py:20: AttributeError
___________________ test_lsb_hide_and_reveal_with_generator ___________________

tmp_path = WindowsPath('C:/Users/86152/AppData/Local/Temp/pytest-of-86152/pytest-345/test_lsb_hide_and_reveal_with_0')

    def test_lsb_hide_and_reveal_with_generator(tmp_path: Path) -> None:
        """"""lsb hide/reveal with a deterministic generator.""""""
        _ensure_image_samples_exist()
    
        secret = ""generator secret""
        output = tmp_path / ""lsb_generator.png""
    
        gen = generators.eratosthenes()
>       encoded_img = lsb.hide(str(LENNA_PNG), secret, generator=gen)

tests\Stegano\functional_test.py:105: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

image = 'D:\\桌面\\RealAppCodeBench_generic_eval\\repositories\\Stegano\\tests\\sample-files\\Lenna.png'
message = 'generator secret'
generator = <generator object eratosthenes at 0x00000178C4ED4430>, shift = 0
encoding = 'UTF-8', auto_convert_rgb = False

    def hide(image: Image.Image, message: str, generator: Optional[Iterator[int]] = None, shift: int = 0,
             encoding: str = ""UTF-8"", auto_convert_rgb: bool = False) -> Image.Image:
        """"""
        Hide a message in the least significant bits of an image.
    
        :param image: PIL Image to hide message in
        :param message: message string to hide
        :param generator: optional generator of pixel indices to use for hiding bits
        :param shift: bit shift for LSB (0 means least significant bit)
        :param encoding: encoding for message string
        :param auto_convert_rgb: if True, convert image to RGB if not already
        :return: new PIL Image with message hidden
        """"""
>       if image.mode not in (""RGB"", ""RGBA"", ""L""):
E       AttributeError: 'str' object has no attribute 'mode'

generation\Stegano\stegano\lsb\lsb.py:20: AttributeError
__________________ test_lsb_hide_and_reveal_long_ascii_text ___________________

tmp_path = WindowsPath('C:/Users/86152/AppData/Local/Temp/pytest-of-86152/pytest-345/test_lsb_hide_and_reveal_long_0')

    def test_lsb_hide_and_reveal_long_ascii_text(tmp_path: Path) -> None:
        """"""LSB should roundtrip a longer ASCII text message (still < typical capacity).""""""
",f032a5bf3ddba014fba8e9c8c06a016aeee150ab,15213
gpt-3.5-turbo,Tablib,pre-test,import_error,ImportError,cannot import name 'Dataset' from partially initialized module 'tablib.core' (most likely due to a circular import) (D:\桌面\RealAppCodeBench_generic_eval\generation\Tablib\tablib\core.py),2.0,1.987721,35.07,98.4,0,0,0,1,0.0,2025-12-31 21:18:56,"====
______________ ERROR collecting tests/Tablib/functional_test.py _______________
ImportError while importing test module 'D:\桌面\RealAppCodeBench_generic_eval\tests\Tablib\functional_test.py'.
Hint: make sure your test modules/packages have valid Python names.
Traceback:
C:\Users\86152\AppData\Local\Programs\Python\Python39\lib\importlib\__init__.py:127: in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
tests\Tablib\functional_test.py:59: in <module>
    import tablib  # type: ignore  # noqa: E402
generation\Tablib\tablib\__init__.py:1: in <module>
    from .core import Dataset, Databook
generation\Tablib\tablib\core.py:4: in <module>
    from .formats import _csv, _json
generation\Tablib\tablib\formats\_csv.py:4: in <module>
    from ..core import Dataset
E   ImportError: cannot import name 'Dataset' from partially initialized module 'tablib.core' (most likely due to a circular import) (D:\桌面\RealAppCodeBench_generic_eval\generation\Tablib\tablib\core.py)
=========================== short test summary info ===========================
ERROR tests/Tablib/functional_test.py
!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
1 error in 0.68s
",5aede6d64900f05194f6a6d3cccb49c2d03b2ad8,1296
gpt-3.5-turbo,Tabulate,in-test,assertion_failure,ValueError,Unknown table format: github,1.0,1.973214,33.1,99.1,3,9,0,12,0.25,2025-12-31 21:19:52,"==== FAILURES ===================================
___________________ test_headers_firstrow_and_simple_format ___________________

    def test_headers_firstrow_and_simple_format() -> None:
        table = [
            [""Name"", ""Age""],
            [""Alice"", 24],
            [""Bob"", 19],
        ]
    
>       output = tabulate(table, headers=""firstrow"", tablefmt=""simple"")

tests\Tabulate\functional_test.py:117: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
generation\Tabulate\tabulate\core.py:414: in tabulate
    return formatter(tabular_data, headers=headers, colalign=colalign)
generation\Tabulate\tabulate\core.py:252: in _format_plain
    widths, colalign = _column_widths(table, headers, colalign)
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

table = [['Name', 'Age'], ['Alice', 24], ['Bob', 19]], headers = 'firstrow'
colalign = None

    def _column_widths(table, headers, colalign):
        """"""
        Calculate max width of each column considering multiline cells.
        """"""
        ncols = len(table[0]) if table else (len(headers) if headers else 0)
        widths = [0] * ncols
    
        # Consider headers
        if headers:
            for i, h in enumerate(headers):
                lines = _split_multiline(_stringify(h))
                maxw = max(len(line) for line in lines)
>               if maxw > widths[i]:
E               IndexError: list index out of range

generation\Tabulate\tabulate\core.py:99: IndexError
___________________ test_headers_keys_on_dict_of_iterables ____________________

    def test_headers_keys_on_dict_of_iterables() -> None:
        table = {
            ""Name"": [""Alice"", ""Bob""],
            ""Age"": [24, 19],
        }
    
        output = tabulate(table, headers=""keys"")
        lines = _lines(output)
    
>       assert ""Name"" in lines[0]
E       AssertionError: assert 'Name' in 'k e y s'

tests\Tabulate\functional_test.py:137: AssertionError
___________________________ test_showindex_variants ___________________________

    def test_showindex_variants() -> None:
        table = [
            [""F"", 24],
            [""M"", 19],
        ]
    
>       out_true = tabulate(table, showindex=True)
E       TypeError: tabulate() got an unexpected keyword argument 'showindex'

tests\Tabulate\functional_test.py:151: TypeError
________________________ test_github_and_grid_formats _________________________

    def test_github_and_grid_formats() -> None:
        table = [
            [""item"", ""qty""],
            [""spam"", 42],
            [""eggs"", 451],
            [""bacon"", 0],
        ]
    
>       out_github = tabulate(table[1:], headers=table[0], tablefmt=""github"")

tests\Tabulate\functional_test.py:170: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

tabular_data = [['spam', 42], ['eggs', 451], ['bacon', 0]]
headers = ['item', 'qty'], tablefmt = 'github', colalign = None

    def tabulate(tabular_data, headers=None, tablefmt=""simple"", colalign=None):
        """"""
        Format tabular data (list of lists, list of dicts, dict) into a string table.
    
        Parameters:
        - tabular_data: data to format
        - headers: list of headers or None
        - tablefmt: format name or callable
        - colalign: list of alignments per column (""left"", ""right"", ""center"")
    
        Returns:
        - formatted string
        """"""
        if callable(tablefmt):
            return tablefmt(tabular_data, headers=headers, colalign=colalign)
        fmt = tablefmt.lower()
        if fmt == ""simple"":
            fmt = ""plain""
        if fmt not in _table_formats:
>           raise ValueError(f""Unknown table format: {tablefmt}"")
E           ValueError: Unknown table format: github

generation\Tabulate\tabulate\core.py:412: ValueError
____________________ test_list_of_dicts_headers_keys_plain ____________________

    def test_list_of_dicts_headers_keys_plain() -> None:
        rows = [
            ",d87c2174c1763fe7da8eef92847ef12cda05a519,7260
gpt-3.5-turbo,Termgraph,in-test,runtime_exception,TypeError,unsupported operand type(s) for +=: 'int' and 'str',1.0,51.960732,33.26,0.33,0,11,0,11,0.0,2025-12-31 21:21:17,"==== FAILURES ===================================
______________________ test_simple_horizontal_bar_chart _______________________

capsys = <_pytest.capture.CaptureFixture object at 0x00000202858A4E80>

    def test_simple_horizontal_bar_chart(capsys: pytest.CaptureFixture[str]) -> None:
        labels = [""A"", ""B"", ""C""]
        values = [[3], [5], [2]]
    
        data = Data(values, labels)
        args = _make_args(title=""Test Chart"", width=20, format=""{:>5.1f}"")
    
        chart = BarChart(data, args)
>       chart.draw()

tests\Termgraph\functional_test.py:94: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

self = <termgraph.charts.BarChart object at 0x00000202858A8FA0>

    def draw(self):
        # Only horizontal bar charts supported
        if self.args.vertical:
            print(""Vertical charts not supported in this implementation."", file=sys.stderr)
            return
    
        labels = self.args.labels if self.args.labels is not None else self.data.labels
        if labels is None:
            labels = [''] * self.data.num_items()
    
        max_label_len = max((len(str(label)) for label in labels), default=0)
        max_label_len = min(max_label_len, 20)  # limit label width
    
        max_width = self.args.width
        format_str = self.args.format
        suffix = self.args.suffix
        no_labels = self.args.no_labels
        no_values = self.args.no_values
    
        # For bar length scaling
        max_val = 0
        for series in self.data.data:
            for val in series:
>               if val > max_val:
E               TypeError: '>' not supported between instances of 'str' and 'int'

generation\Termgraph\termgraph\charts.py:31: TypeError
_____________________ test_stacked_chart_multiple_series ______________________

capsys = <_pytest.capture.CaptureFixture object at 0x0000020285900B80>

    def test_stacked_chart_multiple_series(capsys: pytest.CaptureFixture[str]) -> None:
        labels = [""X"", ""Y""]
        values = [[1, 2], [3, 4]]
    
        data = Data(values, labels)
        args = _make_args(title=""Stacked Chart"", width=30, format=""{:>4.1f}"")
    
        chart = StackedChart(data, args)
>       chart.draw()

tests\Termgraph\functional_test.py:111: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

self = <termgraph.charts.StackedChart object at 0x0000020285900B20>

    def draw(self):
        # Only horizontal stacked bar charts supported
        if self.args.vertical:
            print(""Vertical charts not supported in this implementation."", file=sys.stderr)
            return
    
        labels = self.args.labels if self.args.labels is not None else self.data.labels
        if labels is None:
            labels = [''] * self.data.num_items()
    
        max_label_len = max((len(str(label)) for label in labels), default=0)
        max_label_len = min(max_label_len, 20)  # limit label width
    
        max_width = self.args.width
        format_str = self.args.format
        suffix = self.args.suffix
        no_labels = self.args.no_labels
        no_values = self.args.no_values
    
        # sum values per item (stacked)
        sums = []
        n_items = self.data.num_items()
        n_series = self.data.num_series()
        for i in range(n_items):
            s = 0
            for series in self.data.data:
                if i < len(series):
>                   s += series[i]
E                   TypeError: unsupported operand type(s) for +=: 'int' and 'str'

generation\Termgraph\termgraph\charts.py:102: TypeError
_______________________ test_bar_chart_object_interface _______________________

capsys = <_pytest.capture.CaptureFixture object at 0x0000020285898040>

    def test_bar_chart_object_interface(capsys: pytest.CaptureFixture[str]) -> None:
        labels = [""D"", ""E""]
        values = [[4], [1]]
    
        data = Data(values, labels)
        args = _make_args(title=""Bars"", width=10, format=""{:>",2b1253885e71012006586988906826843c422f4d,20249
gpt-3.5-turbo,TheFuck,in-test,runtime_exception,ModuleNotFoundError,No module named 'thefuck.rules.no_command',1.0,2.103612,32.79,95.3,3,9,0,12,0.25,2025-12-31 21:22:00,"==== FAILURES ===================================
___________________ test_002_import_no_command_rule_module ____________________

    def test_002_import_no_command_rule_module() -> None:
>       importlib.import_module(""thefuck.rules.no_command"")

tests\TheFuck\functional_test.py:116: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
C:\Users\86152\AppData\Local\Programs\Python\Python39\lib\importlib\__init__.py:127: in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
<frozen importlib._bootstrap>:1030: in _gcd_import
    ???
<frozen importlib._bootstrap>:1007: in _find_and_load
    ???
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

name = 'thefuck.rules.no_command'
import_ = <function _gcd_import at 0x000001D3C73E1310>

>   ???
E   ModuleNotFoundError: No module named 'thefuck.rules.no_command'

<frozen importlib._bootstrap>:984: ModuleNotFoundError
_____________ test_003_no_command_match_returns_bool_windows_like _____________

    def test_003_no_command_match_returns_bool_windows_like() -> None:
>       match_fn, _ = _import_no_command_rule()

tests\TheFuck\functional_test.py:120: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
tests\TheFuck\functional_test.py:42: in _import_no_command_rule
    mod = importlib.import_module(""thefuck.rules.no_command"")
C:\Users\86152\AppData\Local\Programs\Python\Python39\lib\importlib\__init__.py:127: in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
<frozen importlib._bootstrap>:1030: in _gcd_import
    ???
<frozen importlib._bootstrap>:1007: in _find_and_load
    ???
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

name = 'thefuck.rules.no_command'
import_ = <function _gcd_import at 0x000001D3C73E1310>

>   ???
E   ModuleNotFoundError: No module named 'thefuck.rules.no_command'

<frozen importlib._bootstrap>:984: ModuleNotFoundError
______________ test_004_no_command_match_returns_bool_bash_like _______________

    def test_004_no_command_match_returns_bool_bash_like() -> None:
>       match_fn, _ = _import_no_command_rule()

tests\TheFuck\functional_test.py:131: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
tests\TheFuck\functional_test.py:42: in _import_no_command_rule
    mod = importlib.import_module(""thefuck.rules.no_command"")
C:\Users\86152\AppData\Local\Programs\Python\Python39\lib\importlib\__init__.py:127: in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
<frozen importlib._bootstrap>:1030: in _gcd_import
    ???
<frozen importlib._bootstrap>:1007: in _find_and_load
    ???
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

name = 'thefuck.rules.no_command'
import_ = <function _gcd_import at 0x000001D3C73E1310>

>   ???
E   ModuleNotFoundError: No module named 'thefuck.rules.no_command'

<frozen importlib._bootstrap>:984: ModuleNotFoundError
______ test_005_no_command_like_rule_matches_at_least_one_typical_output ______

    def test_005_no_command_like_rule_matches_at_least_one_typical_output() -> None:
        """"""
        Ensure the reference no_command rule actually matches a typical 'command not found' output.
        We check both Windows and bash variants, and require at least one to match.
        """"""
>       match_fn, _ = _import_no_command_rule()

tests\TheFuck\functional_test.py:146: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
tests\TheFuck\functional_test.py:42: in _import_no_command_rule
    mod = importlib.import_module(""thefuck.rules.no_command"")
C:\Users\86152\AppData\Local\Programs\Python\Python39\lib\importlib\__init__.py:127: in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
<frozen importlib._bootstrap>:1030: in _gcd_import
    ???
<frozen importlib._bootstrap>:1007: in _find_and_load
    ???
_ _ _ _ _ _ _ _ _",ef6b568f77745357b0b5c5ab7f37d3f7334058eb,11384
gpt-3.5-turbo,TinyDB,pre-test,import_error,ImportError,cannot import name 'where' from 'tinydb' (D:\桌面\RealAppCodeBench_generic_eval\generation\TinyDB\tinydb\__init__.py),2.0,2.022345,35.99,99.2,0,0,0,1,0.0,2025-12-31 21:22:39,"====
______________ ERROR collecting tests/TinyDB/functional_test.py _______________
ImportError while importing test module 'D:\桌面\RealAppCodeBench_generic_eval\tests\TinyDB\functional_test.py'.
Hint: make sure your test modules/packages have valid Python names.
Traceback:
C:\Users\86152\AppData\Local\Programs\Python\Python39\lib\importlib\__init__.py:127: in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
tests\TinyDB\functional_test.py:49: in <module>
    from tinydb import TinyDB, Query, where  # type: ignore  # noqa: E402
E   ImportError: cannot import name 'where' from 'tinydb' (D:\桌面\RealAppCodeBench_generic_eval\generation\TinyDB\tinydb\__init__.py)
=========================== short test summary info ===========================
ERROR tests/TinyDB/functional_test.py
!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
1 error in 0.59s
",a8559e885e2b486a88b02e9cadfbdc30b4b61c98,987
gpt-3.5-turbo,Typer,in-test,assertion_failure,AttributeError,'Result' object has no attribute 'stdout',1.0,1.915471,32.4,99.2,0,12,0,12,0.0,2025-12-31 21:23:22,"==== FAILURES ===================================
__________________________ test_simple_hello_command __________________________

    def test_simple_hello_command() -> None:
>       app = _create_greeter_app()

tests\Typer\functional_test.py:197: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

    def _create_greeter_app() -> typer.Typer:
        """"""
        Single-command style app (callback-only):
          app NAME [--excited]
        """"""
        app = typer.Typer()
    
>       @app.callback(invoke_without_command=True)
E       AttributeError: 'Typer' object has no attribute 'callback'

tests\Typer\functional_test.py:70: AttributeError
______________________ test_simple_hello_command_excited ______________________

    def test_simple_hello_command_excited() -> None:
>       app = _create_greeter_app()

tests\Typer\functional_test.py:204: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

    def _create_greeter_app() -> typer.Typer:
        """"""
        Single-command style app (callback-only):
          app NAME [--excited]
        """"""
        app = typer.Typer()
    
>       @app.callback(invoke_without_command=True)
E       AttributeError: 'Typer' object has no attribute 'callback'

tests\Typer\functional_test.py:70: AttributeError
_______________ test_greeter_help_mentions_option_and_argument ________________

    def test_greeter_help_mentions_option_and_argument() -> None:
>       app = _create_greeter_app()

tests\Typer\functional_test.py:212: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

    def _create_greeter_app() -> typer.Typer:
        """"""
        Single-command style app (callback-only):
          app NAME [--excited]
        """"""
        app = typer.Typer()
    
>       @app.callback(invoke_without_command=True)
E       AttributeError: 'Typer' object has no attribute 'callback'

tests\Typer\functional_test.py:70: AttributeError
_____________________ test_todo_list_empty_shows_no_tasks _____________________

    def test_todo_list_empty_shows_no_tasks() -> None:
        app = _create_todo_app()
        r = runner.invoke(app, [""list""])
        assert r.exit_code == 0
>       assert ""No tasks."" in r.stdout
E       AttributeError: 'Result' object has no attribute 'stdout'

tests\Typer\functional_test.py:224: AttributeError
___________________________ test_todo_add_and_list ____________________________

    def test_todo_add_and_list() -> None:
        app = _create_todo_app()
    
        r1 = runner.invoke(app, [""add"", ""Write tests""])
        r2 = runner.invoke(app, [""add"", ""Review PRs""])
    
        assert r1.exit_code == 0
>       assert ""Added: Write tests"" in r1.stdout
E       AttributeError: 'Result' object has no attribute 'stdout'

tests\Typer\functional_test.py:234: AttributeError
_____________________ test_todo_remove_then_list_updates ______________________

    def test_todo_remove_then_list_updates() -> None:
        app = _create_todo_app()
    
        runner.invoke(app, [""add"", ""Task 1""])
        runner.invoke(app, [""add"", ""Task 2""])
    
        r_remove = runner.invoke(app, [""remove"", ""1""])
>       assert r_remove.exit_code == 0
E       assert 1 == 0
E        +  where 1 = <typer.testing.Result object at 0x0000014EA7172E20>.exit_code

tests\Typer\functional_test.py:252: AssertionError
_____________________ test_help_output_includes_commands ______________________

    def test_help_output_includes_commands() -> None:
        app = _create_todo_app()
        result = runner.invoke(app, [""--help""])
        assert result.exit_code == 0
>       out = result.stdout
E       AttributeError: 'Result' object has no attribute 'stdout'

tests\Typer\functional_test.py:265: AttributeError
_______________ test_subcommand_help_for_add_mentions_argument ________________

    def test_subcommand_help_for_add_mentions_argument() -> None:
        app = _create_todo_app()
        result = runner.invoke(app, [""add""",e1aa2ce3e4878cbf99f50e538a75394e692aa4ea,8529
gpt-3.5-turbo,Watchdog,pre-test,import_error,ImportError,cannot import name 'Observer' from 'watchdog.observers' (D:\桌面\RealAppCodeBench_generic_eval\generation\Watchdog\watchdog\observers\__init__.py),2.0,2.077284,36.51,97.6,0,0,0,1,0.0,2025-12-31 21:23:48,"====
_____________ ERROR collecting tests/Watchdog/functional_test.py ______________
ImportError while importing test module 'D:\桌面\RealAppCodeBench_generic_eval\tests\Watchdog\functional_test.py'.
Hint: make sure your test modules/packages have valid Python names.
Traceback:
C:\Users\86152\AppData\Local\Programs\Python\Python39\lib\importlib\__init__.py:127: in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
tests\Watchdog\functional_test.py:54: in <module>
    from watchdog.observers import Observer  # type: ignore  # noqa: E402
E   ImportError: cannot import name 'Observer' from 'watchdog.observers' (D:\桌面\RealAppCodeBench_generic_eval\generation\Watchdog\watchdog\observers\__init__.py)
=========================== short test summary info ===========================
ERROR tests/Watchdog/functional_test.py
!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
1 error in 0.60s
",14687d1041874c711a5a0baccf1a8f2e00b7a462,1022
