phase,project,model,reruns,functional_score_mean,functional_score_std,functional_score_cv,functional_score_p05,functional_score_p95,non_functional_score_mean,non_functional_score_std,non_functional_score_cv,non_functional_score_p05,non_functional_score_p95,maintainability_mean,maintainability_std,maintainability_cv,maintainability_p05,maintainability_p95,security_mean,security_std,security_cv,security_p05,security_p95,robustness_mean,robustness_std,robustness_cv,robustness_p05,robustness_p95,performance_mean,performance_std,performance_cv,performance_p05,performance_p95,resource_mean,resource_std,resource_cv,resource_p05,resource_p95,perf_elapsed_time_s_mean,perf_elapsed_time_s_std,perf_elapsed_time_s_cv,perf_elapsed_time_s_p05,perf_elapsed_time_s_p95,avg_memory_mb_mean,avg_memory_mb_std,avg_memory_mb_cv,avg_memory_mb_p05,avg_memory_mb_p95,avg_cpu_percent_mean,avg_cpu_percent_std,avg_cpu_percent_cv,avg_cpu_percent_p05,avg_cpu_percent_p95,mi_min_mean,mi_min_std,mi_min_cv,mi_min_p05,mi_min_p95
reruns,Click,gemini-3-pro-preview,5,0.1818,0.0,0.0,0.1818,0.1818,0.24,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.785643,0.05082345393615039,0.02846227041807931,1.7263048,1.8517934,38.034,0.459460553257839,0.012080258538619104,37.536,38.638,99.82,1.1356055653262729,0.011376533413406862,98.28,101.0,0.0,0.0,0.0,0.0,0.0
reruns,Click,claude-4.5-sonnet,5,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7995458,0.05431939073075101,0.03018505599065665,1.7395194,1.8667044,38.006,0.394289233938742,0.010374394409796926,37.49,38.498,99.78,0.955824251627883,0.00957931701370899,98.4,100.72,0.0,0.0,0.0,0.0,0.0
reruns,Cmd2,gpt-5.2,5,1.0,0.0,0.0,1.0,1.0,0.24,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7994888,0.012468753095638717,0.006929052904157401,1.783504,1.8145958,38.187999999999995,0.2890259503920026,0.007568501895674102,37.762,38.474,99.4,1.3564659966250536,0.013646539201459291,97.4,100.8,0.0,0.0,0.0,0.0,0.0
reruns,Cmd2,gemini-3-pro-preview,5,0.5455,0.0,0.0,0.5455,0.5455,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7750986,0.03310005583439396,0.01864688295872351,1.7295018,1.8139496,37.858,0.30902427089146406,0.008162720452518995,37.486,38.202,99.46,1.4277254638059793,0.01435477039821013,97.56,101.0,0.0,0.0,0.0,0.0,0.0
reruns,Cmd2,claude-4.5-sonnet,5,0.7273,0.0,0.0,0.7273,0.7273,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7671052,0.029369068214024078,0.016619875383776857,1.7222884,1.7914109999999999,37.87,0.43510918170041,0.011489547972020333,37.384,38.458,99.18,1.8137254478007425,0.01828720959670037,96.6,100.98,0.0,0.0,0.0,0.0,0.0
reruns,Dataset,gpt-5.2,5,0.6364,0.0,0.0,0.6364,0.6364,0.6522,0.0,0.0,0.6522,0.6522,0.7005,0.0,0.0,0.7005,0.7005,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7788594,0.03786710002944504,0.021287292311829163,1.7376488,1.8312628,36.252,0.3676628890709531,0.010141864974924227,35.704,36.598,98.46,1.5486768546084753,0.0157289950701653,96.38,100.0,0.0,0.0,0.0,0.0,0.0
reruns,Dataset,gemini-3-pro-preview,5,0.0,0.0,0.0,0.0,0.0,0.655,0.0,0.0,0.655,0.655,0.7084,0.0,0.0,0.7084,0.7084,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.747595,0.09354965680321875,0.05353051296394116,1.6704112,1.8907176,36.176,0.41049238726193144,0.01134709164257882,35.73,36.738,99.12,1.5689486925964145,0.015828780191650668,97.54,101.42,0.0,0.0,0.0,0.0,0.0
reruns,Dataset,claude-4.5-sonnet,5,0.5455,0.0,0.0,0.5455,0.5455,0.6607,0.0,0.0,0.6607,0.6607,0.724,0.0,0.0,0.724,0.724,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.808775,0.07336240766223533,0.04055916720555919,1.7353994,1.9178594,36.002,0.388144303062662,0.010781187241338313,35.440000000000005,36.388,99.46,1.2955307792561324,0.013025646282486753,98.11999999999999,101.0,0.0,0.0,0.0,0.0,0.0
reruns,Dateutil,gpt-5.2,5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7062888,0.05242850277625716,0.030726628913145978,1.6631942,1.7867396,35.568,0.36809781308777245,0.010349128798014296,35.228,36.048,98.02,0.8726969691708584,0.008903254123350933,97.02,99.0,0.0,0.0,0.0,0.0,0.0
reruns,Dateutil,gemini-3-pro-preview,5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.720447,0.0268540867131988,0.015608784643292586,1.6930298,1.7561913999999998,35.89,0.47328638264797057,0.013187137995206759,35.292,36.444,99.24,1.410815367083871,0.014216196766262304,97.36,100.8,0.0,0.0,0.0,0.0,0.0
reruns,Dateutil,claude-4.5-sonnet,5,0.0,0.0,0.0,0.0,0.0,0.3733,0.0,0.0,0.3733,0.3733,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8333,0.0,0.0,0.8333,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7389071999999999,0.05506311247432348,0.03166535423760594,1.6835882,1.8094392,35.96,0.3684562389212601,0.010246280281458846,35.584,36.494,100.38,0.9887365675446638,0.009849935918954611,99.2,101.72,0.0,0.0,0.0,0.0,0.0
reruns,Fail2ban,gpt-5.2,5,0.3333,0.0,0.0,0.3333,0.3333,0.57456,0.0007445804187594457,0.0012959141234326194,0.57352,0.57534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6,0.0,0.0,0.6,0.6,1.0,0.0,0.0,1.0,1.0,0.988,0.0060639920844275655,0.006137643810149358,0.9796,0.99426,1.4634114,0.013966324865189172,0.009543676416070814,1.449182,1.4840242000000001,33.082,0.21535087647836498,0.006509608744282842,32.902,33.382,85.26,1.0669582934679327,0.01251417186802642,84.16,86.74000000000001,0.0,0.0,0.0,0.0,0.0
reruns,Fail2ban,gemini-3-pro-preview,5,0.4167,0.0,0.0,0.4167,0.4167,0.575,0.0007348469228349541,0.001277994648408616,0.57406,0.57592,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6,0.0,0.0,0.6,0.6,1.0,0.0,0.0,1.0,1.0,0.99168,0.006032710833447917,0.006083324089875683,0.9839600000000001,0.99928,1.465503,0.040743357470881085,0.027801619969990567,1.4363777999999998,1.5273186,33.15,0.20009997501248983,0.006036198341251579,32.940000000000005,33.401999999999994,84.5,1.2165525060596472,0.01439707107762896,82.83999999999999,85.96000000000001,0.0,0.0,0.0,0.0,0.0
reruns,Fail2ban,claude-4.5-sonnet,5,0.4167,0.0,0.0,0.4167,0.4167,0.57418,0.0016117071694324331,0.0028069719764401983,0.5723400000000001,0.576,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6,0.0,0.0,0.6,0.6,1.0,0.0,0.0,1.0,1.0,0.98478,0.0135174553818387,0.013726370744571073,0.96932,1.0,1.4817022,0.03722700446396413,0.025124484841801634,1.4378402,1.5300224,33.204,0.1767031408888931,0.005321742587907876,32.98,33.4,84.98,3.6679149390355277,0.04316209624659364,79.72,88.64,0.0,0.0,0.0,0.0,0.0
reruns,Folium,gpt-5.2,5,0.25,0.0,0.0,0.25,0.25,0.336,0.0,0.0,0.336,0.336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.154519,1.5255957609897837,0.04466746438413563,32.2767866,35.9952544,134.478,0.307467071407654,0.002286374510385743,134.012,134.696,98.74,0.5161395160225571,0.005227258618822738,98.11999999999999,99.3,0.0,0.0,0.0,0.0,0.0
reruns,Folium,gemini-3-pro-preview,5,0.8333,0.0,0.0,0.8333,0.8333,0.544,0.0,0.0,0.544,0.544,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.4,0.0,0.0,0.4,0.4,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.4830488,0.048781632893538915,0.032892803590508224,1.4369274,1.554488,33.546,0.14894294209528855,0.004439961309702753,33.416,33.77,85.84,1.8906083676954375,0.02202479459104657,82.94,87.4,0.0,0.0,0.0,0.0,0.0
reruns,Folium,claude-4.5-sonnet,5,0.0833,0.0,0.0,0.0833,0.0833,0.24,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6026441999999999,0.018674720061087963,0.01165244291969981,1.5803973999999998,1.6248002,33.507999999999996,0.20272148381461755,0.006049942814092681,33.268,33.762,99.24,1.1253443917308183,0.011339625067823643,97.5,100.0,0.0,0.0,0.0,0.0,0.0
reruns,Glances,gpt-5.2,5,1.0,0.0,0.0,1.0,1.0,0.95334,0.0013078226179417485,0.001371832313698941,0.9520799999999999,0.95528,0.9331,0.0,0.0,0.9331,0.9331,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.83994,0.00950338886924029,0.011314366346691775,0.83024,0.8537,0.9718600000000001,0.002272091547451364,0.0023378794759032822,0.96896,0.97478,2.7486096,0.03077533436763925,0.011196691726478454,2.704181,2.7804098,50.936,0.08979977728257378,0.0017629923292479539,50.802,51.018,99.44,0.5388877434123017,0.005419225094653074,98.69999999999999,100.0,0.0,0.0,0.0,0.0,0.0
reruns,Glances,gemini-3-pro-preview,5,1.0,0.0,0.0,1.0,1.0,0.95916,0.0005678027826631271,0.000591979213752791,0.95862,0.95988,0.9471,0.0,0.0,0.9471,0.9471,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8436,0.006311259779156634,0.007481341606397148,0.83502,0.85134,0.97468,0.004462913846356455,0.0045788503368864196,0.97094,0.98096,2.7364772,0.02054831918576312,0.007509040888688244,2.711496,2.7645636000000002,50.952,0.14579437574885928,0.0028614063382960296,50.746,51.12,98.82,0.6881860213634093,0.006964035836504851,97.94,99.5,0.0,0.0,0.0,0.0,0.0
reruns,Glances,claude-4.5-sonnet,5,1.0,0.0,0.0,1.0,1.0,0.6174999999999999,0.001609968943799837,0.002607237155951153,0.6153,0.6192599999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.83946,0.013791678650548676,0.016429226705916514,0.8187599999999999,0.85146,0.97304,0.00680458668840363,0.006993121236951852,0.96566,0.98214,2.7506014,0.04608388546379298,0.01675411256018156,2.7110738000000003,2.8198706,50.978,0.07984985911070978,0.0015663591963339045,50.858,51.054,99.12,1.2623787070447603,0.012735862661872077,97.48,100.5,0.0,0.0,0.0,0.0,0.0
reruns,Humanize,gpt-5.2,5,0.9333,0.0,0.0,0.9333,0.9333,0.6945,0.0,0.0,0.6945,0.6945,0.8181,0.0,0.0,0.8181,0.8181,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.738543,0.0216651245923027,0.0124616558763877,1.7105316000000002,1.7639774000000001,35.82,0.36199447509596056,0.010105931744722517,35.312,36.147999999999996,99.32000000000001,1.4606847709208186,0.014706854318574492,98.2,101.52000000000001,0.0,0.0,0.0,0.0,0.0
reruns,Humanize,gemini-3-pro-preview,5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7930318,0.02363967757309729,0.013184193148775883,1.7598154,1.818203,35.446,0.23148218073968468,0.006530558617042394,35.116,35.708,99.46,0.9769339793455875,0.009822380648960261,98.3,100.8,0.0,0.0,0.0,0.0,0.0
reruns,Humanize,claude-4.5-sonnet,5,0.8,0.0,0.0,0.8,0.8,0.686,0.0,0.0,0.686,0.686,0.7944,0.0,0.0,0.7944,0.7944,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7677826,0.042615600057256016,0.02410681045127156,1.733625,1.8330074,35.664,0.46448250774383376,0.013023847794522031,35.198,36.346000000000004,99.8,1.6161683080669544,0.016194071223115777,98.28,102.24,0.0,0.0,0.0,0.0,0.0
reruns,Imageio,gpt-5.2,5,0.7,0.0,0.0,0.7,0.7,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0255302,0.04257551159246353,0.02101944053584762,1.9829022,2.0793548,44.752,0.22301569451498165,0.004983368218514963,44.584,45.092,98.02,1.2023310692151319,0.012266181077485533,96.58,99.68,0.0,0.0,0.0,0.0,0.0
reruns,Imageio,gemini-3-pro-preview,5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0395542,0.060619133634191795,0.029721756663388398,1.9808866,2.1285474,44.978,0.16833300330000764,0.0037425631041844375,44.8,45.208,99.38,1.528921188289307,0.015384596380451872,97.84,101.44,0.0,0.0,0.0,0.0,0.0
reruns,Imageio,claude-4.5-sonnet,5,0.7,0.0,0.0,0.7,0.7,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0307358,0.026015359035769563,0.012810804357597657,2.005148,2.0688888,45.032,0.29294368059406756,0.006505233624846056,44.596000000000004,45.29,96.98,0.44899888641287405,0.004629809098916003,96.42,97.58,0.0,0.0,0.0,0.0,0.0
reruns,Lifelines,gpt-5.2,5,0.4667,0.0,0.0,0.4667,0.4667,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0870462,0.12503723735655706,0.04050384388693537,2.9435124000000004,3.2470876,73.972,0.15612815249019463,0.002110638518496115,73.78,74.162,99.16,0.5276362383309157,0.00532105928127184,98.58,99.9,0.0,0.0,0.0,0.0,0.0
reruns,Lifelines,gemini-3-pro-preview,5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0804298,0.12337179232936511,0.04005018790863701,2.9643992,3.2485041999999997,74.094,0.15014659503298589,0.0020264339222202323,73.894,74.28399999999999,98.58,1.0399999999999996,0.010549807263136535,97.32000000000001,99.9,0.0,0.0,0.0,0.0,0.0
reruns,Lifelines,claude-4.5-sonnet,5,0.6,0.0,0.0,0.6,0.6,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0500672,0.06709857872235445,0.02199904930696427,2.9627998,3.1350594,74.006,0.2934348309250302,0.003965014065414023,73.628,74.388,100.0,0.7293833011524178,0.007293833011524178,98.94,100.6,0.0,0.0,0.0,0.0,0.0
reruns,Loguru,gpt-5.2,5,0.5455,0.0,0.0,0.5455,0.5455,0.5358200000000001,0.0002227105745132182,0.00041564438526598145,0.53548,0.536,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.13192,0.001792651667223731,0.013588930163915486,0.12918,0.13324,0.9999,0.00019999999999997797,0.000200020002000178,0.9996,1.0,19.1420742,0.2619975976030321,0.01368700146418992,18.9481642,19.5422736,35.674,0.30961912085657783,0.008679125437477654,35.318,36.092,99.04,0.30066592756745963,0.0030358029843241077,98.66,99.44,0.0,0.0,0.0,0.0,0.0
reruns,Loguru,gemini-3-pro-preview,5,0.7273,0.0,0.0,0.7273,0.7273,0.60548,0.005911480356052967,0.009763295824887637,0.59634,0.6094,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.71402,0.049632062217884944,0.06951074510221694,0.63742,0.7453000000000001,0.9984,0.002059126028197402,0.0020624259096528466,0.9954,1.0,3.5552791999999998,0.27404824598263705,0.07708206038576015,3.3878648,3.9772203999999993,34.63,0.3447897910321579,0.009956390153975104,34.228,35.1,99.3,0.7641989269817121,0.0076958602918601425,98.48,100.32000000000001,0.0,0.0,0.0,0.0,0.0
reruns,Loguru,claude-4.5-sonnet,5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7317016,0.038648221685350516,0.022318060851448374,1.687468,1.7823141999999998,37.484,0.24556872765073207,0.006551294623058693,37.118,37.714,98.61999999999999,1.4524462124292246,0.014727704445642108,96.46,99.82,0.0,0.0,0.0,0.0,0.0
reruns,Mailpile,gpt-5.2,5,0.0,0.0,0.0,0.0,0.0,0.368,0.0,0.0,0.368,0.368,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.637788,0.08246824762294884,0.05035343257060672,1.5709756,1.7640884,33.606,0.1791758912353997,0.005331663727768842,33.39,33.79,99.4,1.7435595774162693,0.017540840819077155,97.2,101.6,0.0,0.0,0.0,0.0,0.0
